,IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,PrimeiraAreaNumeric
448,1012451537739147,4.0,0,1,33.0,35.0,0,0,3
449,1012489898713216,3.0,0,0,14.0,9.0,0,1,6
450,1012517690274045,6.0,1,1,1.0,3.0,0,1,1
451,1012521800720964,3.0,0,0,8.0,10.0,0,0,3
452,1012602921387691,3.0,0,1,45.0,13.0,0,0,2
453,1012629455821774,2.0,0,1,69.0,19.0,1,1,0
454,1012656040046717,2.0,1,0,18.0,8.0,0,0,1
455,1012745262286695,3.0,0,0,106.0,18.0,1,1,4
456,1012804404446479,4.0,0,1,12.0,4.0,1,1,6
457,1012858238476393,4.0,1,1,13.0,16.0,1,0,5
458,1012877450215153,4.0,0,1,31.0,22.0,1,0,4
459,1012917365584620,5.0,0,0,5.0,3.0,0,1,3
460,1012933306115265,3.0,0,0,2.0,2.0,0,0,1
461,1012972202167831,4.0,0,1,6.0,3.0,1,1,1
462,1013002837699175,3.0,1,0,13.0,20.0,1,0,4
463,1013006011021714,8.0,1,0,1.0,8.0,1,0,6
464,1013044102131454,4.0,1,1,1.0,4.0,0,1,3
465,1013113992183727,3.0,1,1,14.0,17.0,0,0,0
466,1013141455587911,3.5,1,0,1.0,1.0,0,1,4
467,1013147545099173,3.0,0,1,26.0,11.0,1,0,6
468,1013168571628687,4.0,1,1,14.0,12.0,1,0,6
469,1013265729966711,3.0,0,0,3.0,8.0,0,0,2
470,1013293425961532,4.0,0,1,3.0,3.0,0,0,2
471,1013300073049847,4.0,0,1,45.0,14.0,1,0,1
472,1013325575657505,5.0,1,1,24.0,21.0,0,0,5
473,1013393322957956,3.0,0,0,6.0,6.0,1,0,5
474,1013403882912415,5.0,1,1,10.0,9.0,1,0,1
475,1013427557025026,6.0,1,1,1.0,6.0,0,1,5
476,1013429263109830,5.0,1,1,12.0,18.0,0,1,0
477,1013555774110871,4.0,1,1,2.0,4.0,1,1,6
478,1013557536306799,4.0,0,0,1.0,4.0,1,0,6
479,1013581345913442,3.0,1,0,6.0,5.0,0,0,4
480,1013592350571312,3.0,0,0,1.0,3.0,0,0,4
481,1013624109317787,3.0,0,1,60.0,19.0,1,1,2
482,1013627697264259,5.0,1,1,6.0,5.0,1,1,6
483,1013669253531610,4.0,1,0,17.0,17.0,0,0,6
484,1013687028833943,3.0,1,1,227.0,43.0,1,0,0
485,1013720357986055,4.0,1,0,28.0,15.0,1,1,6
486,1013756650302841,5.0,1,1,39.0,22.0,1,0,6
487,1013760279588814,4.0,0,0,59.0,17.0,1,0,4
488,1013764861366286,4.0,1,0,5.0,4.0,1,0,6
489,1013769906008954,4.0,1,1,39.0,19.0,0,0,3
490,1013781326214142,3.0,0,0,8.0,2.0,0,0,4
491,1013881594937368,5.0,1,0,1.0,5.0,0,1,6
492,1013928455322946,8.0,0,1,38.0,29.0,1,0,1
493,1013998198275489,5.0,0,1,8.0,13.0,0,0,2
494,1014002286442918,4.0,0,1,10.0,8.0,1,1,6
495,1014023175540508,4.0,1,0,7.0,16.0,1,0,5
496,1014074024222908,6.0,0,0,18.0,11.0,1,1,4
497,1014087917164582,4.0,1,0,2.0,11.0,1,1,6
498,1014103626919593,5.0,0,1,3.0,6.0,0,0,1
499,1014204320123665,6.0,1,1,2.0,6.0,0,1,3
500,1014210191862015,8.0,1,0,12.0,20.0,0,0,6
501,1014226987905231,3.0,0,1,10.0,11.0,1,0,2
502,1014241381410099,4.0,0,0,43.0,21.0,1,1,6
503,1014384740728586,4.0,0,1,37.0,26.0,0,1,3
504,1014404298899658,3.0,0,0,7.0,15.0,0,0,6
505,1014410108339962,3.0,1,1,24.0,13.0,1,0,7
506,1014410908260213,4.0,1,1,5.0,6.0,0,0,1
507,1014417748145632,4.0,1,0,38.0,13.0,0,1,4
508,1014497118640493,4.0,0,0,6.0,4.0,0,1,5
509,1014541906103605,4.0,1,1,5.0,10.0,0,1,6
510,1014562262794160,4.0,0,0,2.0,14.0,0,0,4
511,1014571239084005,3.0,0,1,34.0,34.0,1,0,3
512,1014575950191035,5.0,1,0,26.0,14.0,1,0,1
513,1014598931590283,4.0,1,0,1.0,4.0,1,0,5
514,1014599244201422,3.0,1,0,3.0,5.0,1,1,5
515,1014623316106718,5.0,1,1,9.0,18.0,0,0,8
516,1014635429140800,4.0,0,1,10.0,7.0,1,1,1
517,1014676965855681,4.0,0,0,1.0,4.0,0,0,5
518,1014718201015234,5.0,1,0,6.0,8.0,0,0,0
519,1014780526039516,3.0,1,1,6.0,5.0,1,0,5
520,1014787446549071,3.0,0,0,8.0,11.0,1,0,3
521,1014821345779464,4.0,1,1,5.0,5.0,1,1,0
522,1014836206388440,6.0,1,0,12.0,13.0,1,1,6
523,1014840902049703,4.0,0,0,8.0,8.0,1,0,6
524,1014880910768142,4.0,1,1,26.0,26.0,1,1,5
525,1014896330486801,4.0,0,1,4.0,4.0,1,1,0
526,1014904168887285,5.0,0,1,3.0,19.0,0,1,1
527,1014987877283654,4.0,0,1,9.0,9.0,1,0,1
528,1014993646441361,4.0,1,1,2.0,4.0,0,0,0
529,1015001063418091,4.0,0,1,109.0,32.0,1,0,3
530,1015007668673309,4.0,1,1,9.0,19.0,0,1,2
531,1015045447092019,5.0,1,0,1.0,5.0,1,0,6
532,1015085175794748,4.0,0,1,9.0,6.0,1,1,7
533,1015094215141169,3.0,0,0,2.0,5.0,0,1,5
534,1015099889260161,3.0,0,1,7.0,3.0,1,1,2
535,1015123948704942,4.0,1,0,7.0,7.0,0,0,4
536,1015127088351509,4.0,0,0,1.0,4.0,0,0,2
537,1015151242492586,3.0,1,1,11.0,4.0,0,1,4
538,1015174713627171,5.0,1,1,1.0,5.0,1,0,6
539,1015202118694686,3.0,0,1,30.0,8.0,0,0,4
540,1015207838703458,4.0,0,0,33.0,14.0,1,1,4
541,1015234009342628,4.0,1,1,3.0,8.0,0,1,4
542,1015311706589256,3.0,0,0,1.0,3.0,0,0,6
543,1015377687167357,5.0,1,1,3.0,21.0,1,0,7
544,1015379949837398,4.0,1,1,6.0,8.0,0,1,1
545,1015406614220664,2.0,1,0,1.0,2.0,0,1,5
546,1015426476877097,4.0,0,0,72.0,23.0,1,1,0
547,1015438922741203,4.0,1,0,2.0,10.0,0,0,2
548,1015459345828494,4.0,1,0,16.0,15.0,1,0,3
549,1015489218721270,4.0,0,0,4.0,5.0,0,0,4
550,1015519801762585,6.0,0,1,3.0,42.0,1,0,6
551,1015526528616497,3.0,1,1,4.0,4.0,1,0,0
552,1015595649851827,4.0,0,1,23.0,8.0,0,0,4
553,1015606045427445,4.0,0,0,3.0,2.0,0,0,7
554,1015630966805198,3.0,0,0,6.0,4.0,0,1,8
555,1015684335679217,4.0,1,0,189.0,42.0,1,1,0
556,1015708524752830,5.0,1,0,2.0,12.0,0,0,3
557,1015732375729406,3.0,1,0,3.0,2.0,0,1,6
558,1015734301156706,5.0,1,0,47.0,29.0,0,0,5
559,1015798975492836,4.0,1,1,21.0,17.0,1,0,6
560,1015868478480965,4.0,1,1,67.0,17.0,1,1,0
561,1015869228676997,2.0,1,1,10.0,15.0,1,1,6
562,1015882558876646,4.0,0,0,43.0,9.0,0,1,1
563,1016025567957503,3.0,0,0,149.0,48.0,1,1,4
564,1016048143175900,2.0,1,1,40.0,30.0,1,0,0
565,1016070459137884,4.0,1,1,20.0,19.0,0,1,1
566,1016093168342110,3.0,1,0,1.0,9.0,0,0,6
567,1016153148024105,5.0,0,1,138.0,45.0,1,1,0
568,1016171909495971,4.0,1,0,1.0,4.0,0,0,8
569,1016190480265346,1.0,0,1,1.0,5.0,0,0,5
570,1016191258596532,4.0,0,1,14.0,7.0,0,1,7
571,1016205399128245,4.0,1,1,17.0,11.0,1,1,8
572,1016208458769564,4.0,1,1,2.0,7.0,0,0,6
573,1016218611944035,1.0,1,1,8.0,1.0,1,1,4
574,1016247434871037,4.0,1,1,17.0,25.0,0,0,2
575,1016268028012858,3.0,1,1,7.0,4.0,1,1,0
576,1016302918672743,4.0,0,1,1.0,4.0,1,0,2
577,1016306863688088,6.0,1,0,1.0,6.0,0,0,4
578,1016320998962875,4.0,1,1,46.0,23.0,1,1,0
579,1016382585372214,4.0,0,0,13.0,20.0,1,0,5
580,1016510585278216,4.0,0,1,21.0,14.0,1,1,5
581,1016528248229857,3.0,0,1,12.0,13.0,0,0,6
582,1016545157498488,4.0,0,0,3.0,4.0,0,0,7
583,1016580142596237,4.0,1,1,5.0,4.0,0,0,2
584,1016581934084079,4.0,0,1,18.0,25.0,0,0,2
585,1016596886738482,4.0,0,0,1.0,4.0,0,0,3
586,1016638921761687,4.0,0,1,14.0,14.0,0,0,0
587,1016652214853378,3.0,0,0,1.0,3.0,0,0,3
588,1016657696089475,5.0,0,1,61.0,16.0,1,0,0
589,1016660828775047,5.0,0,0,2.0,11.0,1,1,3
590,1016679650434503,5.0,0,0,7.0,12.0,0,1,6
591,1016749262144067,3.0,1,0,5.0,4.0,0,1,4
592,1016752873216801,2.0,0,1,20.0,10.0,1,0,2
593,1016794963778073,5.0,0,1,1.0,5.0,0,1,1
594,1016795045258728,3.0,0,0,6.0,9.0,1,1,5
595,1016817577110913,6.0,0,0,9.0,7.0,0,1,1
596,1016845076658445,5.0,0,0,3.0,11.0,1,0,1
597,1016864204381222,3.0,0,0,15.0,6.0,1,0,5
598,1016869974988190,4.0,0,1,40.0,29.0,0,0,3
599,1016872359649760,4.0,0,1,9.0,13.0,0,0,2
600,1016900823140892,9.0,0,0,4.0,11.0,1,1,1
601,1017005954117580,6.0,0,1,4.0,21.0,0,0,3
602,1017006115276313,3.0,1,0,41.0,42.0,1,0,0
603,1017044993612885,4.0,0,1,24.0,11.0,0,1,1
604,1017065798816445,3.0,0,1,25.0,30.0,0,0,2
605,1017126463354805,5.0,0,1,17.0,8.0,1,0,6
606,1017229745490632,3.0,1,1,3.0,4.0,1,1,4
607,1017231190433324,4.0,1,0,1.0,4.0,0,1,6
608,1017251216954787,3.0,0,0,36.0,12.0,1,0,4
609,1017364447541425,4.0,0,1,15.0,24.0,1,0,6
610,1017406536366141,4.0,1,1,12.0,13.0,0,1,4
611,1017410664163763,4.0,0,1,33.0,28.0,1,1,7
612,1017416130462484,5.0,1,0,4.0,1.0,0,1,6
613,1017417565696390,4.0,1,0,2.0,14.0,0,1,7
614,1017519522351875,4.0,1,1,9.0,6.0,0,1,1
615,1017560423945588,5.0,0,1,12.0,19.0,1,0,1
616,1017569834302874,4.0,0,1,1.0,4.0,0,0,3
617,1017574128574462,4.0,1,1,3.0,9.0,1,0,5
618,1017625421136786,3.0,1,0,6.0,4.0,0,1,6
619,1017634487584332,4.0,0,0,1.0,4.0,0,0,5
620,1017704723687469,6.0,1,1,13.0,20.0,1,1,7
621,1017733242094519,4.0,0,1,10.0,5.0,0,1,5
622,1017790710511459,5.0,0,1,12.0,17.0,1,1,5
623,1017794962755296,3.0,1,1,3.0,6.0,0,1,8
624,1017803047548187,8.0,1,1,7.0,26.0,0,0,1
625,1017877111031073,4.0,1,1,8.0,5.0,0,1,2
626,1017898318780793,4.0,0,1,1.0,5.0,0,1,1
627,1017901372606425,2.0,0,1,15.0,10.0,0,1,4
628,1017919074921630,4.0,1,1,1.0,4.0,1,0,6
629,1017951776247670,4.0,1,1,4.0,5.0,0,0,4
630,1017969025577881,3.0,0,0,13.0,14.0,1,0,7
631,1018039130099611,4.0,1,0,17.0,5.0,1,0,4
632,1018161258488548,5.0,0,1,6.0,5.0,1,0,5
633,1018186216920083,4.0,0,1,30.0,28.0,0,1,6
634,1018216342217716,6.0,1,1,4.0,19.0,1,0,6
635,1018276295711518,4.0,1,1,5.0,6.0,0,0,2
636,1018279766513840,6.0,1,1,4.0,6.0,0,0,5
637,1018309854747533,5.0,0,1,7.0,7.0,0,0,3
638,1018334565478759,4.0,1,1,7.0,19.0,0,1,4
639,1018418114348974,4.0,0,1,40.0,42.0,1,1,1
640,1018469327563449,4.0,1,1,1.0,4.0,0,1,7
641,1018505538168926,2.0,1,0,28.0,15.0,0,0,4
642,1018507649746734,4.0,1,1,7.0,14.0,1,1,5
643,1018507855402721,4.0,0,1,2.0,7.0,0,1,1
644,1018513542997869,4.0,0,0,31.0,31.0,1,0,1
645,1018558523632643,4.0,0,1,1.0,4.0,1,0,1
646,1018577427983026,3.0,1,0,22.0,12.0,0,1,6
647,1018613239985978,4.0,1,0,10.0,12.0,1,0,5
648,1018625327698721,5.0,1,1,5.0,12.0,0,0,7
649,1018635825590434,4.0,1,0,2.0,3.0,0,0,6
650,1018696097223369,10.0,0,0,1.0,10.0,0,0,6
651,1018708169217296,4.0,1,1,36.0,14.0,1,0,0
652,1018742848115169,4.0,0,0,1.0,4.0,0,0,5
653,1018745906171947,5.0,1,0,31.0,26.0,1,1,5
654,1018818852094797,4.0,0,0,77.0,46.0,0,1,5
655,1018861570636664,8.0,1,1,17.0,26.0,1,1,4
656,1018872195717485,4.0,1,1,7.0,4.0,1,1,6
657,1018878326925132,3.0,1,1,100.0,11.0,1,0,4
658,1018914341428927,4.0,1,1,12.0,10.0,1,1,6
659,1018968104854164,4.0,0,1,8.0,21.0,0,1,3
660,1019121391660750,4.0,1,1,7.0,7.0,1,0,0
661,1019151903434272,2.0,0,0,1.0,2.0,0,0,1
662,1019168941299268,4.0,1,0,4.0,2.0,1,0,5
663,1019212457780700,4.0,1,1,53.0,27.0,1,0,6
664,1019237202350298,7.0,0,0,13.0,15.0,0,1,1
665,1019258263225905,4.0,1,1,15.0,8.0,0,0,0
666,1019274483248197,4.0,0,1,53.0,11.0,1,0,2
667,1019338730295362,4.0,1,1,4.0,5.0,0,1,5
668,1019360408367729,3.0,1,0,68.0,21.0,1,1,4
669,1019407540649310,4.0,0,1,10.0,13.0,0,1,1
670,1019408854302854,3.0,1,0,1.0,3.0,0,1,7
671,1019412125277048,4.0,0,0,6.0,6.0,0,0,5
672,1019430199029851,4.0,1,0,11.0,7.0,0,0,2
673,1019434457708991,4.0,1,0,2.0,3.0,1,0,5
674,1019497330994638,4.0,0,0,1.0,4.0,0,0,7
675,1019505555117852,5.0,1,0,62.0,29.0,1,0,0
676,1019515549542348,4.0,1,0,2.0,6.0,0,0,5
677,1019568993329683,2.0,1,0,3.0,2.0,0,0,4
678,1019569734583661,4.0,0,1,16.0,8.0,1,1,1
679,1019570176199068,4.0,0,0,2.0,4.0,0,0,6
680,1019576506170035,3.0,0,0,10.0,4.0,1,0,4
681,1019580116146373,4.0,1,0,9.0,4.0,0,0,7
682,1019655514882298,3.0,0,0,19.0,16.0,0,0,5
683,1019669426588483,4.0,1,1,23.0,19.0,1,1,3
684,1019687246467528,4.0,1,0,1.0,3.0,1,0,7
685,1019759205900756,3.0,1,1,1.0,9.0,1,0,6
686,1019763100629841,4.0,0,1,32.0,28.0,1,1,1
687,1019846359374592,5.0,0,1,19.0,21.0,0,0,6
688,1019852454013663,4.0,0,0,51.0,11.0,1,0,4
689,1019870019722225,4.0,0,1,1.0,4.0,0,0,6
690,1019915717806478,3.0,0,1,4.0,10.0,1,1,5
691,1019924299689546,4.0,0,0,3.0,6.0,1,0,5
692,1019938535614872,3.0,1,1,1.0,3.0,1,1,5
693,1019939857609508,2.0,0,0,4.0,10.0,0,0,7
694,1019952545405107,4.0,1,1,2.0,5.0,0,0,4
695,1019972315288341,4.0,1,1,9.0,7.0,0,0,0
696,1020020144569998,2.0,0,1,52.0,12.0,1,0,0
697,1020062257227266,4.0,1,1,12.0,11.0,1,0,2
698,1020067477583666,5.0,0,0,25.0,17.0,1,1,7
699,1020078557729775,3.0,0,1,180.0,29.0,1,0,4
700,1020112925810921,4.0,1,1,9.0,6.0,0,0,2
701,1020161490400792,2.0,0,0,27.0,2.0,0,0,4
702,1020192831199471,6.0,0,1,15.0,21.0,0,0,3
703,1020254830966512,7.0,1,1,5.0,9.0,1,1,0
704,1020310946338374,5.0,1,1,7.0,7.0,0,1,0
705,1020328026365974,4.0,0,0,46.0,18.0,1,0,6
706,1020341783834309,4.0,1,0,7.0,15.0,0,0,6
707,1020388995030150,4.0,0,1,14.0,28.0,0,0,3
708,1020389453491476,3.0,0,0,26.0,48.0,1,1,6
709,1020407140444243,4.0,0,1,13.0,6.0,1,1,7
710,1020426349729647,3.0,1,1,13.0,5.0,1,1,7
711,1020477751003832,3.5,0,0,566.0,32.0,1,1,0
712,1020478750239833,4.0,0,0,19.0,13.0,1,0,6
713,1020488580763491,4.0,0,0,6.0,15.0,0,0,1
714,1020494342031227,3.0,1,1,15.0,9.0,0,1,2
715,1020566422182942,4.0,0,1,1.0,4.0,0,0,7
716,1020600036344805,2.0,1,1,29.0,14.0,0,1,2
717,1020645059862264,5.0,1,0,16.0,13.0,0,0,7
718,1020682713930792,4.0,1,0,13.0,7.0,0,0,5
719,1020698409910979,3.0,1,1,6.0,24.0,1,0,7
720,1020703070640152,3.0,0,1,10.0,5.0,1,1,6
721,1020744746435047,4.0,1,1,9.0,6.0,1,0,2
722,1020759455718589,5.0,1,0,12.0,7.0,0,1,4
723,1020784920637607,4.0,0,1,42.0,13.0,1,0,6
724,1020819778569159,4.0,0,1,16.0,4.0,1,1,7
725,1020826228840676,5.0,0,1,12.0,7.0,0,1,1
726,1020853384828163,4.0,1,0,17.0,21.0,1,0,4
727,1020914777758259,4.0,0,0,5.0,11.0,1,0,3
728,1020967632294713,4.0,1,0,20.0,20.0,0,1,4
729,1021041885739982,4.0,0,1,20.0,17.0,0,1,1
730,1021095030074398,4.0,0,1,178.0,24.0,1,0,0
731,1021128223443487,6.0,0,0,2.0,16.0,0,0,6
732,1021394384880878,7.0,0,0,3.0,11.0,0,1,6
733,1021446616019072,4.0,0,1,5.0,12.0,0,0,6
734,1021452771279985,3.0,0,1,12.0,10.0,1,0,4
735,1021482894868490,6.0,1,1,12.0,16.0,0,0,0
736,1021524365059065,4.0,1,0,9.0,8.0,0,1,0
737,1021533829770484,4.0,1,1,45.0,37.0,0,1,6
738,1021564121077810,5.0,0,0,5.0,6.0,0,0,3
739,1021578072745636,4.0,0,0,6.0,4.0,1,1,4
740,1021591328992523,5.0,1,1,7.0,4.0,1,1,0
741,1021625432978262,5.0,1,1,2.0,6.0,1,0,6
742,1021637321450049,4.0,0,1,1.0,3.0,0,1,3
743,1021661931163808,4.0,0,1,22.0,14.0,1,0,3
744,1021683036122993,6.0,0,1,1.0,5.0,0,0,3
745,1021693060010784,7.0,0,0,68.0,35.0,0,0,4
746,1021727256540424,2.0,1,1,14.0,4.0,1,0,4
747,1021738357119839,3.0,1,1,14.0,21.0,0,0,6
748,1021820334798226,1.5,0,0,325.0,41.0,0,1,4
749,1021826760449800,4.0,1,1,10.0,5.0,0,1,7
750,1021841535569446,4.0,1,1,8.0,8.0,1,1,6
751,1021870927900376,5.0,1,1,12.0,6.0,1,0,5
752,1021910977333134,5.0,0,1,10.0,7.0,0,0,1
753,1021986152453416,3.0,1,1,1.0,3.0,0,0,8
754,1022003330179698,5.0,0,0,37.0,11.0,0,0,1
755,1022062868764097,3.0,1,1,2.0,4.0,1,1,4
756,1022078411182508,4.0,1,1,8.0,16.0,0,0,6
757,1022096527427993,3.0,1,1,11.0,4.0,0,0,4
758,1022131835077215,3.5,1,1,11.0,9.0,1,1,2
759,1022141354717660,2.0,1,1,8.0,4.0,0,0,4
760,1022212462337085,2.0,0,1,19.0,5.0,0,1,3
761,1022246458362447,2.0,0,0,24.0,5.0,1,0,5
762,1022320894238396,5.0,0,1,2.0,7.0,1,0,8
763,1022324513331826,4.0,0,0,6.0,4.0,0,0,5
764,1022392550356393,3.0,0,1,24.0,15.0,0,0,2
765,1022406654615529,4.0,0,1,76.0,47.0,1,1,2
766,1022412134702658,2.0,0,1,126.0,14.0,1,0,2
767,1022467714802235,4.0,1,1,12.0,6.0,0,0,4
768,1022477712088920,5.0,1,1,1.0,5.0,0,1,5
769,1022477819090390,4.0,0,1,11.0,10.0,0,1,5
770,1022480995302843,3.0,0,1,6.0,6.0,1,0,1
771,1022512269709758,4.0,0,1,10.0,8.0,0,1,1
772,1022519638288692,8.0,0,0,1.0,8.0,1,1,5
773,1022520219828831,4.0,1,1,2.0,5.0,0,1,1
774,1022553887936454,4.0,0,0,1.0,4.0,0,1,5
775,1022557700399099,5.0,1,1,5.0,4.0,0,0,1
776,1022560944250194,3.0,0,0,1.0,3.0,0,0,3
777,1022565966461573,6.0,1,1,10.0,6.0,1,1,6
778,1022610453246024,6.0,0,0,4.0,5.0,0,1,1
779,1022622615963014,4.0,1,1,2.0,5.0,0,0,7
780,1022660730972320,3.0,0,0,62.0,15.0,1,1,5
781,1022748767645001,6.0,0,1,4.0,6.0,0,0,6
782,1022772910455773,4.0,1,0,2.0,6.0,0,0,5
783,1022796380908744,4.0,0,1,15.0,8.0,1,0,2
784,1022830186974104,1.0,0,1,48.0,11.0,0,1,4
785,1022840087129916,6.0,1,1,48.0,26.0,0,0,4
786,1022962740238794,4.0,1,1,23.0,22.0,1,1,0
787,1022965926554893,3.0,0,1,68.0,40.0,1,1,0
788,1022972985473782,3.0,1,1,9.0,6.0,1,1,2
789,1022982222106731,4.0,0,1,11.0,6.0,1,1,6
790,1023031976465638,4.0,0,1,1.0,3.0,1,1,5
791,1023035189966463,5.0,1,1,1.0,5.0,0,1,7
792,1023096365327898,4.0,0,1,6.0,4.0,0,0,3
793,1023148491666492,3.0,1,1,4.0,5.0,1,1,6
794,1023155204772159,4.0,0,1,25.0,25.0,1,1,2
795,1023163262710525,3.0,1,0,17.0,9.0,1,0,5
796,1023198477094559,5.0,0,1,5.0,16.0,0,0,7
797,1023215520512386,5.0,0,1,11.0,9.0,0,0,6
798,1023253855166881,3.0,1,1,1.0,3.0,0,0,7
799,1023310738730000,4.0,1,0,60.0,29.0,1,0,1
800,1023314407430475,3.0,1,1,20.0,11.0,1,0,4
801,1023316827546491,5.0,0,1,5.0,14.0,0,1,1
802,1023348095460469,3.0,1,1,5.0,4.0,1,1,5
803,1023375222887639,5.0,0,1,1.0,5.0,0,1,1
804,1023375603128771,5.0,1,1,9.0,8.0,1,1,4
805,1023389350689744,4.0,1,1,13.0,2.0,0,0,2
806,1023410173432818,4.0,1,1,7.0,6.0,0,0,5
807,1023455022653266,3.0,0,0,1.0,3.0,0,0,1
808,1023505011728861,4.0,1,1,4.0,9.0,0,1,1
809,1023512593340572,2.0,1,0,3.0,1.0,1,0,4
810,1023518988056325,3.0,0,0,5.0,5.0,1,1,5
811,1023521805589135,4.0,0,0,48.0,34.0,0,0,5
812,1023527914463601,4.0,0,1,121.0,20.0,1,0,2
813,1023545337638109,4.0,1,1,5.0,5.0,0,0,0
814,1023562414435635,4.0,1,1,4.0,9.0,1,1,3
815,1023570038147506,6.0,0,1,21.0,18.0,1,0,5
816,1023597870118105,4.0,0,1,277.0,37.0,1,0,0
817,1023665083780638,4.0,0,1,52.0,18.0,1,0,1
818,1023722688858336,4.0,0,1,15.0,18.0,1,0,1
819,1023733288544345,4.0,0,1,17.0,11.0,1,1,1
820,1023793876897710,12.0,0,1,9.0,40.0,1,0,6
821,1023860854332218,4.0,1,1,19.0,21.0,0,0,4
822,1023888224776349,5.0,1,0,1.0,5.0,0,0,6
823,1023905079271697,4.0,1,1,5.0,3.0,0,1,3
824,1023931011986978,3.0,0,0,58.0,20.0,0,0,5
825,1023970273252599,4.0,0,0,124.0,16.0,0,1,2
826,1023979687567183,4.0,0,1,22.0,2.0,1,1,4
827,1024002748159795,4.0,1,1,4.0,13.0,0,1,6
828,1024003193911006,4.0,0,1,4.0,4.0,0,1,6
829,1024011126008471,4.0,1,0,1.0,4.0,0,0,6
830,1024049545092108,4.0,0,1,33.0,21.0,0,0,1
831,1024055740529509,4.0,0,1,49.0,14.0,0,0,2
832,1024074357260582,4.0,0,1,1.0,4.0,0,0,5
833,1024108762297830,5.0,0,0,1.0,3.0,1,1,1
834,1024131957905197,4.0,0,0,46.0,20.0,0,0,4
835,1024135684008619,5.0,0,1,1.0,5.0,0,1,0
836,1024142975180718,1.0,0,0,4.0,35.0,1,0,5
837,1024171783170529,4.0,1,1,16.0,8.0,0,1,5
838,1024189106977588,5.0,0,1,30.0,12.0,1,0,5
839,1024251971979506,3.0,0,0,1.0,3.0,0,1,1
840,1024256093150529,3.0,1,1,42.0,21.0,1,1,2
841,1024260240075344,5.0,1,0,18.0,14.0,0,0,7
842,1024296609133059,4.0,1,1,17.0,14.0,0,1,4
843,1024298618876644,4.0,1,1,4.0,7.0,1,0,1
844,1024329256080770,4.0,1,1,20.0,18.0,1,0,0
845,1024342756172820,3.0,1,0,20.0,25.0,0,1,4
846,1024356329698433,4.0,1,1,19.0,5.0,1,1,6
847,1024377029181186,4.0,0,1,16.0,10.0,1,1,6
848,1024411622107027,4.0,1,1,1.0,7.0,0,1,3
849,1024434825015654,4.0,0,1,47.0,28.0,1,1,0
850,1024484498585527,3.0,1,0,19.0,20.0,1,0,7
851,1024536771055750,4.0,1,1,6.0,5.0,0,1,4
852,1024565396827015,4.0,0,1,30.0,24.0,1,0,7
853,1024603694014079,4.0,0,1,26.0,15.0,0,0,3
854,1024711065439670,2.0,1,0,9.0,14.0,1,1,5
855,1024735112235008,5.0,1,0,3.0,15.0,0,0,4
856,1024781232915719,4.0,1,1,14.0,17.0,0,0,1
857,1024793617932808,3.0,1,1,58.0,9.0,1,1,4
858,1024824884822315,4.0,0,0,13.0,10.0,1,1,1
859,1024828811428359,6.0,0,1,1.0,6.0,0,0,3
860,1024856911222737,4.0,0,0,295.0,4.0,0,0,2
861,1024878751340273,4.0,1,1,50.0,19.0,0,0,4
862,1024879103391400,3.0,0,0,5.0,24.0,1,0,7
863,1024880220262122,1.0,0,1,25.0,18.0,1,0,4
864,1024922713562323,4.0,0,1,12.0,4.0,0,0,8
865,1024929580874023,4.0,0,1,2.0,13.0,0,0,3
866,1024946201530458,4.0,0,1,1.0,2.0,1,0,7
867,1024992628433933,4.0,0,1,8.0,5.0,1,1,4
868,1024992657913437,4.0,0,1,33.0,13.0,1,0,0
869,1024993064419093,3.0,1,0,35.0,16.0,0,1,2
870,1025007884170375,4.0,0,1,11.0,1.0,1,1,6
871,1025047398546938,3.0,1,0,15.0,17.0,1,1,4
872,1025061654395788,4.0,1,1,1.0,3.0,0,0,5
873,1025071689261873,4.0,0,1,2.0,4.0,1,1,5
874,1025108480474291,3.0,1,1,3.0,2.0,1,1,4
875,1025129812389694,4.0,1,1,10.0,6.0,1,1,1
876,1025157978990218,4.0,0,1,3.0,10.0,1,0,1
877,1025159684488935,3.0,1,1,12.0,4.0,0,0,4
878,1025204166262104,3.0,1,0,1.0,7.0,1,0,6
879,1025232999499749,5.0,0,0,8.0,7.0,1,1,3
880,1025250990755299,5.0,0,1,20.0,13.0,1,0,0
881,1025256038914826,5.0,1,0,4.0,13.0,1,0,6
882,1025329549333643,4.0,1,1,12.0,4.0,1,1,5
883,1025342369710036,7.0,0,0,1.0,7.0,1,1,6
884,1025347202189826,5.0,0,1,5.0,24.0,1,1,1
885,1025380440209314,6.0,1,1,19.0,35.0,0,1,6
886,1025399182980108,3.0,0,0,3.0,4.0,0,0,4
887,1025441639995170,4.0,1,0,35.0,6.0,0,1,4
888,1025452284973109,4.0,1,0,25.0,8.0,1,1,4
889,1025472130301238,7.0,0,1,1.0,2.0,0,0,3
890,1025480561233608,4.0,0,0,14.0,12.0,1,0,3
891,1025487543711109,1.0,1,0,5.0,8.0,0,0,7
892,1025488431740232,6.0,0,0,2.0,6.0,0,0,1
893,1025522903405059,4.0,1,1,2.0,1.0,1,0,4
894,1025582232021221,5.0,1,1,1.0,5.0,0,1,2
895,1025589986804087,5.0,1,1,4.0,5.0,0,1,0
